#DroneDeploy	2.75.0
#Flight Recorder
Session ID	2018-06-04-203230-118
Session Start	06/04/2018 20:32:30
#Device
Device Model	Pixel 2
Device Manufacturer	Google
Device Operating System	Android	8.1.0
#Aircraft
Aircraft Model	Inspire 2
Aircraft Name	DD Inspire Pro 2 #1
Aircraft Firmware	01.02.0100
#Aircraft Battery
Full Charge Volume (mAh)	4152
Remaining Life (%)	98
Discharges	27
#Components
Battery Cells Number	6
Battery Serial Number	09UADCU03109LJ
Battery Firmware	01.00.00.65
Flight Controller Serial Number	095XDC200200RR
Flight Controller Firmware	03.02.44.09
Gimbal Firmware	01.01.00.20
Remote Control Serial Number	09KL3A07VK
Remote Control Firmware	01.01.0010
Camera Serial Number	09CLDBV00401YQ
Camera Firmware	01.08.22.02
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Battery Cell 5 Voltage (mV)	Aircraft Battery Cell 6 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X	Aircraft Vel - Y	Aircraft Vel - Z	Aircraft Speed (mph)
06/04/2018 20:32:39	9.674		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.77180374603298	-122.40742666533374	18.899999618530273	48.3	-2.3	-15.1	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-59	-61	100	-59	-61	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.061038363647462	0.10000000149011612	0.0	0.10000000149011612	-4.0	
06/04/2018 20:32:39	9.774		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.771803824836645	-122.40742659991996	19.299999237060547	48.4	-2.4	-14.8	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	105	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-59	-61	100	-59	-61	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.09367502975464	0.10000000149011612	0.0	0.10000000149011612	-4.0	
06/04/2018 20:32:39	9.874		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.771803824836645	-122.40742659991996	19.299999237060547	48.4	-2.4	-14.8	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	105	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-59	-61	100	-59	-61	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.09367502975464	0.10000000149011612	0.0	0.10000000149011612	-4.0	
06/04/2018 20:32:40	9.974		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.771803957840625	-122.4074263173102	20.100000381469727	48.5	-3.5	-14.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	103	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-59	-61	100	-59	-61	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.187783518218996	0.10000000149011612	0.0	0.10000000149011612	-4.0	
06/04/2018 20:32:40	10.074		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.771803957840625	-122.4074263173102	20.100000381469727	48.5	-3.5	-14.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	99	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	63	410	68	63	410	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.187783518218996	0.10000000149011612	0.0	0.10000000149011612	-4.0	
06/04/2018 20:32:40	10.174		94	3902	-14394	23268	26.200000762939453	999	3850	3888	3883	3821	3872	3816	37.771804099776006	-122.40742613256397	20.5	48.3	-2.5	-14.3	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	104	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	63	410	68	63	410	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.26173305358887	0.1414213627576828	0.10000000149011612	0.10000000149011612	-4.0	
06/04/2018 20:32:40	10.274		94	3902	-12030	22470	26.200000762939453	1001	3850	3888	3883	3821	3872	3816	37.77180466241969	-122.4074256113409	21.399999618530273	48.1	-0.6	-13.1	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	98	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	63	410	68	63	410	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.507119732666016	0.22360680997371674	0.20000000298023224	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:40	10.374		94	3902	-12030	22470	26.200000762939453	1001	3850	3888	3883	3821	3872	3816	37.771804946069395	-122.40742523174059	21.799999237060547	48.1	-0.6	-11.4	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	63	410	68	63	410	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.657296580505374	0.22360680997371674	0.20000000298023224	0.10000000149011612	-4.0	
06/04/2018 20:32:40	10.474		94	3902	-12030	22470	26.200000762939453	1001	3850	3888	3883	3821	3872	3816	37.77180517418366	-122.40742485323682	22.200000762939453	48.0	0.3	-12.3	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	63	410	68	63	410	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.794626515197756	0.22360680997371674	0.10000000149011612	0.20000000298023224	-4.0	
06/04/2018 20:32:40	10.574		94	3902	-12030	22470	26.200000762939453	1001	3850	3888	3883	3821	3872	3816	37.77180532364144	-122.40742428219	22.600000381469727	47.9	1.4	-12.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracting	4	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	72	63	505	72	63	505	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	30.957715981292726	0.22360680997371674	0.20000000298023224	0.10000000149011612	-4.0	
06/04/2018 20:32:40	10.674		94	3902	-12030	22470	26.200000762939453	1001	3850	3888	3883	3821	3872	3816	37.77180552330964	-122.40742394310799	23.0	47.8	1.6	-11.7	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-57	100	-57	-57	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.07968969345093	0.22360680997371674	0.20000000298023224	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:40	10.774		94	3902	-12030	22470	26.200000762939453	1001	3820	3863	3862	3794	3848	3794	37.771805659584345	-122.40742346592792	23.399999618530273	47.6	2.0	-11.9	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-57	100	-57	-57	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.218637225341798	0.1414213627576828	0.10000000149011612	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:40	10.874		94	3902	-12030	22470	26.200000762939453	1001	3820	3863	3862	3794	3848	3794	37.77180577492724	-122.40742311890062	23.799999237060547	47.7	2.2	-12.3	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-57	100	-57	-57	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.32338994140625	0.10000000149011612	0.0	0.10000000149011612	-3.799999952316284	
06/04/2018 20:32:41	10.974		94	3902	-12030	22470	26.200000762939453	1001	3820	3863	3862	3794	3848	3794	37.77180570871867	-122.407422501525	24.200000762939453	47.9	1.9	-12.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-57	100	-57	-57	100	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.44883350906372	0.10000000149011612	0.0	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:41	11.074		94	3902	-12030	22470	26.200000762939453	1001	3820	3863	3862	3794	3848	3794	37.77180570871867	-122.407422501525	24.200000762939453	47.9	1.9	-12.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	63	66	406	63	66	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.44883350906372	0.10000000149011612	0.0	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:41	11.174		94	3902	-12030	22470	26.200000762939453	1001	3820	3863	3862	3794	3848	3794	37.771805650088275	-122.40742199195552	24.600000381469727	48.0	1.2	-13.4	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	104	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	63	66	406	63	66	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.551881021118167	0.20000000298023224	0.0	0.20000000298023224	-3.9000000953674316	
06/04/2018 20:32:41	11.274		94	3902	-12068	22944	26.299999237060547	1001	3820	3863	3862	3794	3848	3794	37.77180546122572	-122.40742113455975	25.0	48.1	0.8	-14.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	105	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	63	66	406	63	66	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.706094039916994	0.30000001192092896	0.0	0.30000001192092896	-3.9000000953674316	
06/04/2018 20:32:41	11.374		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.77180533674695	-122.40742041301382	25.399999618530273	48.0	1.4	-16.1	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	106	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	63	66	406	63	66	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	31.84448464279175	0.30000001192092896	0.0	0.30000001192092896	-3.799999952316284	
06/04/2018 20:32:41	11.474		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.7718052288949	-122.40741952100483	25.799999237060547	47.7	2.5	-16.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	2	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	63	66	406	63	66	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.026756871795655	0.30000001192092896	0.0	0.30000001192092896	-3.799999952316284	
06/04/2018 20:32:41	11.574		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.77180519850712	-122.40741884032501	26.200000762939453	47.5	3.2	-15.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	2	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	62	68	516	62	68	515	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.17784420471192	0.20000000298023224	0.0	0.20000000298023224	-3.9000000953674316	
06/04/2018 20:32:41	11.674		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.77180517686754	-122.40741812611506	26.600000381469727	47.4	3.8	-15.7	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	2	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-60	-61	99	-60	-61	101	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.33911895828247	0.20000000298023224	0.0	0.20000000298023224	-3.9000000953674316	
06/04/2018 20:32:41	11.774		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.77180519250488	-122.40741759312428	27.0	47.2	4.2	-15.8	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-60	-61	99	-60	-61	101	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.46664631652832	0.20000000298023224	0.0	0.20000000298023224	-3.9000000953674316	
06/04/2018 20:32:41	11.874		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.771805200064925	-122.40741712154512	27.399999618530273	47.3	4.5	-15.8	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-60	-61	99	-60	-61	101	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.57832622833252	0.10000000149011612	0.0	0.10000000149011612	-3.9000000953674316	
06/04/2018 20:32:42	11.974		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.771805205592884	-122.40741680891972	27.799999237060547	47.3	4.3	-16.1	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-60	-61	99	-60	-61	101	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.652576129913335	0.0	0.0	0.0	-3.9000000953674316	
06/04/2018 20:32:42	12.074		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.7718051737967	-122.40741658023275	28.200000762939453	47.4	3.8	-16.3	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	210	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	64	413	71	64	413	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.69928620452881	0.0	0.0	0.0	-3.9000000953674316	
06/04/2018 20:32:42	12.174		94	3902	-12068	22944	26.299999237060547	1001	3756	3800	3797	3719	3779	3725	37.77180518717905	-122.40741647137094	28.600000381469727	47.4	3.4	-16.0	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	2	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	64	413	71	64	413	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.72763013687134	0.0	0.0	0.0	-3.9000000953674316	
06/04/2018 20:32:42	12.274		94	3902	-13272	22770	26.299999237060547	999	3756	3800	3797	3719	3779	3725	37.77180524494973	-122.40741640453963	29.0	47.5	3.0	-15.5	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	64	413	71	64	413	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.75561425552368	0.10000000149011612	0.10000000149011612	0.0	-3.799999952316284	
06/04/2018 20:32:42	12.374		94	3902	-13272	22770	26.299999237060547	999	3756	3800	3797	3719	3779	3725	37.77180532220128	-122.40741637116936	29.399999618530273	47.5	2.9	-15.1	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0999984741211	0.0	47.70000076293945	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	64	413	71	64	413	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.77992827453613	0.10000000149011612	0.10000000149011612	0.0	-3.9000000953674316	
06/04/2018 20:32:42	12.474		94	3902	-13272	22770	26.299999237060547	999	3756	3800	3797	3719	3779	3725	37.7718054600683	-122.40741642646223	29.799999237060547	47.5	3.2	-15.1	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	101	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	69	407	69	69	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.79648283309937	0.10000000149011612	0.10000000149011612	0.0	-3.799999952316284	
06/04/2018 20:32:42	12.574		94	3902	-13272	22770	26.299999237060547	999	3751	3796	3790	3714	3772	3716	37.77180560102753	-122.40741647809456	30.100000381469727	47.6	3.3	-14.7	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	0	0	0	0	N/A	0.0	0	IDLE	100	-89.0	0.0	47.70000076293945	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	69	407	69	69	406	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	32.81463308715821	0.10000000149011612	0.10000000149011612	0.0	-3.799999952316284	
