#DroneDeploy	2.75.0
#Flight Recorder
Session ID	2018-06-04-203230-118
Session Start	06/04/2018 20:32:30
#Device
Device Model	Pixel 2
Device Manufacturer	Google
Device Operating System	Android	8.1.0
#Aircraft
Aircraft Model	Inspire 2
Aircraft Name	DD Inspire Pro 2 #1
Aircraft Firmware	01.02.0100
#Aircraft Battery
Full Charge Volume (mAh)	4152
Remaining Life (%)	98
Discharges	27
#Components
Battery Cells Number	6
Battery Serial Number	09UADCU03109LJ
Battery Firmware	01.00.00.65
Flight Controller Serial Number	095XDC200200RR
Flight Controller Firmware	03.02.44.09
Gimbal Firmware	01.01.00.20
Remote Control Serial Number	09KL3A07VK
Remote Control Firmware	01.01.0010
Camera Serial Number	09CLDBV00401YQ
Camera Firmware	01.08.22.02
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Battery Cell 5 Voltage (mV)	Aircraft Battery Cell 6 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X	Aircraft Vel - Y	Aircraft Vel - Z	Aircraft Speed (mph)
06/04/2018 20:34:15	105.474		87	3612	-10198	23088	30.0	1001	3843	3866	3867	3797	3867	3803	37.77181117633389	-122.40743156606453	80.9000015258789	-78.0	-5.7	1.9	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	100	0.0	0.0	-76.9000015258789	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-62	-65	311	-62	-65	311	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.252290161895754	0.2828427255153656	-0.20000000298023224	-0.20000000298023224	-0.10000000149011612	
06/04/2018 20:34:15	105.574		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181122775079	-122.40743184868451	80.9000015258789	-77.9	-5.1	1.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	101	0.0	0.0	-76.9000015258789	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	71	201	70	71	201	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.221263270950317	0.0	0.0	0.0	0.0	
06/04/2018 20:34:15	105.674		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181122775079	-122.40743184868451	80.9000015258789	-77.9	-5.1	1.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	100	0.0	0.0	-76.9000015258789	YawFollowMode	2	0	0	0	103	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	71	201	70	71	201	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.221263270950317	0.0	0.0	0.0	0.0	
06/04/2018 20:34:15	105.774		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181130393551	-122.40743188850308	80.9000015258789	-78.0	-4.8	0.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	100	0.0	0.0	-76.9000015258789	YawFollowMode	2	0	0	0	115	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	71	201	70	71	201	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.237601941299438	0.10000000149011612	0.10000000149011612	0.0	-0.10000000149011612	
06/04/2018 20:34:15	105.874		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181141444741	-122.40743187275949	80.80000305175781	-78.0	-5.2	-0.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	103	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	71	201	70	71	201	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.27335803565979	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:16	105.974		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181145751447	-122.40743169309425	80.80000305175781	-77.8	-7.9	0.0	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	99	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	71	201	70	71	201	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.31568307647705	0.10000000149011612	0.0	0.10000000149011612	0.0	
06/04/2018 20:34:16	106.074		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.77181145751447	-122.40743169309425	80.80000305175781	-77.8	-7.9	0.0	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1271	1271	0	17	N/A	4956.89990234375	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	67	521	70	67	521	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.31568307647705	0.10000000149011612	0.0	0.10000000149011612	0.0	
06/04/2018 20:34:16	106.174		87	3612	-10198	23088	30.0	1001	3870	3895	3893	3824	3892	3831	37.771811404326634	-122.40743158699681	80.80000305175781	-77.9	-7.2	0.4	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	67	521	70	67	521	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.317130153274537	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:16	106.274		87	3612	-10942	22980	30.0	999	3870	3895	3893	3824	3892	3831	37.77181114029683	-122.40743140848107	80.80000305175781	-78.0	-7.8	0.7	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	103	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	67	521	70	67	521	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.26750245895386	0.1414213627576828	-0.10000000149011612	0.10000000149011612	-0.10000000149011612	
06/04/2018 20:34:16	106.374		87	3612	-10942	22980	30.0	999	3870	3895	3893	3824	3892	3831	37.77181090008261	-122.40743133198634	80.80000305175781	-78.0	-8.8	1.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	103	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	67	521	70	67	521	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.20844608154297	0.10000000149011612	0.0	0.10000000149011612	-0.10000000149011612	
06/04/2018 20:34:16	106.474		87	3612	-10942	22980	30.0	999	3870	3895	3893	3824	3892	3831	37.77181090008261	-122.40743133198634	80.80000305175781	-78.0	-8.8	1.2	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-63	-64	306	-63	-64	305	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.20844608154297	0.10000000149011612	0.0	0.10000000149011612	-0.10000000149011612	
06/04/2018 20:34:16	106.574		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.77181085817746	-122.40743108266007	80.80000305175781	-77.9	-9.1	0.6	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-63	-64	306	-63	-64	305	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.237397003936767	0.1414213627576828	0.10000000149011612	0.10000000149011612	-0.10000000149011612	
06/04/2018 20:34:16	106.674		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.77181078443378	-122.40743100791362	80.80000305175781	-78.0	-9.5	0.6	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	100	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	71	201	73	71	202	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.227919824218752	0.0	0.0	0.0	0.0	
06/04/2018 20:34:16	106.774		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.771810546078434	-122.40743100359502	80.80000305175781	-77.9	-9.0	1.2	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	71	201	73	71	202	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.157826552963257	0.0	0.0	0.0	0.0	
06/04/2018 20:34:16	106.874		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.77181037262696	-122.40743097306972	80.69999694824219	-77.9	-8.6	1.4	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	109	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	71	201	73	71	202	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.111485678482058	0.0	0.0	0.0	0.10000000149011612	
06/04/2018 20:34:17	106.974		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.77181013968883	-122.40743100912374	80.69999694824219	-78.0	-8.9	1.5	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	101	0.0	0.0	-77.0	YawFollowMode	2	0	0	0	102	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	71	201	73	71	202	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	23.036411334228518	0.10000000149011612	-0.10000000149011612	0.0	0.0	
06/04/2018 20:34:17	107.074		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.77180992188913	-122.40743100570401	80.69999694824219	-78.0	-9.6	1.8	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1297	1297	0	17	N/A	5058.30029296875	0	IDLE	100	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	102	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	71	201	73	71	202	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.97254596862793	0.10000000149011612	-0.10000000149011612	0.0	0.10000000149011612	
06/04/2018 20:34:17	107.174		87	3612	-10942	22980	30.0	999	3880	3908	3905	3842	3903	3844	37.771809656913	-122.40743103354043	80.69999694824219	-78.1	-9.8	2.0	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	100	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	102	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	76	68	514	76	68	514	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.889560416412355	0.10000000149011612	-0.10000000149011612	0.0	0.0	
06/04/2018 20:34:17	107.274		87	3612	-9176	23124	30.0	1001	3880	3908	3905	3842	3903	3844	37.77180937731242	-122.40743105104723	80.69999694824219	-78.1	-10.1	3.2	14.0	1	1	LANDING	12	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	100	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	76	68	514	76	68	514	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.804129695510866	0.10000000149011612	-0.10000000149011612	0.0	0.0	
06/04/2018 20:34:17	107.374		87	3612	-9176	23124	30.0	1001	3880	3908	3905	3842	3903	3844	37.771809245097835	-122.40743110065218	80.5999984741211	-78.1	-9.6	3.2	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	100	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-65	-65	203	-65	-65	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.75675161895752	0.0	0.0	0.0	0.0	
06/04/2018 20:34:17	107.474		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.77180917111396	-122.40743112550071	80.5999984741211	-78.1	-9.6	2.4	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	102	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-65	-65	203	-65	-65	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.730740217971803	0.0	0.0	0.0	0.0	
06/04/2018 20:34:17	107.574		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.771809198351924	-122.40743115930145	80.5999984741211	-78.1	-9.5	2.1	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	100	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-65	-65	203	-65	-65	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.733014866256713	0.0	0.0	0.0	0.0	
06/04/2018 20:34:17	107.674		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.771809244628436	-122.40743118861151	80.5999984741211	-78.0	-9.0	1.8	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	67	304	69	67	304	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.7416707321167	0.10000000149011612	0.10000000149011612	0.0	0.0	
06/04/2018 20:34:17	107.774		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.77180933118349	-122.4074312311416	80.5999984741211	-78.0	-8.5	1.2	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	67	304	69	67	304	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.759975862503055	0.0	0.0	0.0	0.0	
06/04/2018 20:34:17	107.874		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.77180934383263	-122.40743126948551	80.5999984741211	-78.0	-8.6	1.5	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	100	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	101	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	67	304	69	67	304	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.75721155471802	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:18	107.974		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.771809380270284	-122.40743130062516	80.5999984741211	-78.0	-8.6	1.9	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1316	1316	32	17	N/A	5132.39990234375	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	0	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	67	304	69	67	304	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.762694802474975	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:18	108.074		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.77180939235131	-122.4074313182007	80.5999984741211	-78.0	-8.7	2.4	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1328	1328	32	17	N/A	5179.2001953125	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	0	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	67	304	69	67	304	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.763289277267457	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:18	108.174		87	3612	-9176	23124	30.0	1001	3813	3841	3847	3796	3862	3806	37.77180939235131	-122.4074313182007	80.5999984741211	-78.0	-8.7	2.4	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1328	1328	32	17	N/A	5179.2001953125	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	202	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	66	514	71	66	514	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.763289277267457	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:18	108.274		87	3612	-10492	23358	30.0	1002	3813	3841	3847	3796	3862	3806	37.771809551690886	-122.40743123246823	80.5999984741211	-78.0	-8.5	1.8	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1328	1328	32	17	N/A	5179.2001953125	0	IDLE	102	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	0	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	71	66	514	71	66	514	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.82484557762146	0.0	0.0	0.0	-0.10000000149011612	
06/04/2018 20:34:18	108.374		87	3612	-10492	23358	30.0	1002	3813	3841	3847	3796	3862	3806	37.77180967074439	-122.40743118074786	80.5999984741211	-78.0	-8.5	1.8	14.0	1	1	LANDING	12	0	0	0.0	0	Very strong	5	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1328	1328	32	17	N/A	5179.2001953125	0	IDLE	101	0.0	0.0	-77.0999984741211	YawFollowMode	2	0	0	0	102	1	Deploying	2	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-64	-65	203	-64	-65	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	22.868760056304932	0.0	0.0	0.0	0.0	
