#DroneDeploy	2.75.0
#Flight Recorder
Session ID	5b15bcec1fae218a83b7e76a
Session Start	06/04/2018 22:29:00
#Device
Device Model	iPhone
Device User Interface Idiom	iPhone	0
Device Operating System	iOS	11.4
Device SSID
#Aircraft
Aircraft Model	Inspire 1 Pro
Aircraft Name	inspire pro
Aircraft Firmware	1.11.01.50
#Aircraft Battery
Full Charge Volume (mAh)	4287
Remaining Life (%)	83
Discharges	69
#Components
Battery Cells Number	6
Battery Serial Number	5381145250473
Battery Firmware	03.09.00.00
Flight Controller Serial Number
Flight Controller Firmware	02.04.20.50
Gimbal Firmware	01.31.01.67
Remote Control Serial Number	03LL264834
Remote Control Firmware	1.2.0.17
Camera Serial Number
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell 5 Voltage	Aircraft Battery Cell 6 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record 	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Device > Aircraft Distance - XY (ft)
06/04/2018 22:30:52	112.513		37.77177978532367	-122.4074720564078	112510	85	3643	-14961	22442	88	289	3782	3780	3786	3746	3780	3781	0	37.77196910052157	-122.407480716966	5.335938	84.97375	155.6	-4.473884	2.908024	0.4473884	6.300000000000001	7.2	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	91	-90	0	166.3999938964844	Yaw Follow	2	0	0	0	91	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	92	89	816	8	3.576116	37.7717696	-122.4074496	1	545	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	189	1	98.74819	189	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	68.98410005920162
06/04/2018 22:30:53	112.614		37.77177978532367	-122.4074720564078	112611	85	3643	-14961	22442	88	389	3782	3780	3786	3746	3780	3781	0	37.77196651143584	-122.4074805456039	5.41044	84.97375	155.6	-4.697577	2.68433	0.4473884	6.5	7.800000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	67	-90	0	164.6999969482422	Yaw Follow	2	0	0	0	68	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	68	89	917	8	3.576116	37.7717696	-122.4074496	1	646	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	67	1	98.74819	67	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	68.04011608048873
06/04/2018 22:30:53	112.713		37.77177978532367	-122.4074720564078	112710	85	3643	-14961	22442	88	489	3782	3780	3786	3746	3780	3781	0	37.77196466857465	-122.4074790323086	5.335938	84.64568	155.5	-4.473884	2.908024	0.2236942	6.800000000000001	7.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	83	-90	0	163.3999938964844	Yaw Follow	2	0	0	0	83	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	84	89	1016	8	3.576116	37.7717696	-122.4074496	1	745	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	83	1	98.74819	83	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	67.35496955505519
06/04/2018 22:30:53	112.814		37.77177978532367	-122.4074720564078	112811	85	3643	-12357	22687	88	86	3727	3747	3753	3731	3781	3739	0	37.77196254173879	-122.4074782020305	5.026902	84.64568	155.5	-4.250189	2.68433	0	7	7.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	2	8	15	10	10489	0	0	85	-89.90000152587891	0	162.3000030517578	Yaw Follow	2	0	0	0	86	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	85	89	85	8	3.576116	37.7717696	-122.4074496	1	846	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	85	1	98.74819	85	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	66.57400256191782
06/04/2018 22:30:53	112.913		37.77177978532367	-122.4074720564078	112910	85	3643	-12357	22687	88	185	3727	3747	3753	3731	3781	3739	0	37.77196036752623	-122.407477441954	4.966817	84.31759	155.4	-4.026495	2.908024	0	6.800000000000001	7.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	72	-89.90000152587891	0	162.3000030517578	Yaw Follow	2	0	0	0	185	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	72	89	184	8	3.576116	37.7717696	-122.4074496	1	945	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	72	1	98.74819	72	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	65.7769874082567
06/04/2018 22:30:53	113.013		37.77177978532367	-122.4074720564078	113010	85	3643	-12357	22687	88	285	3727	3747	3753	3731	3781	3739	0	37.77195824947693	-122.4074766140708	4.839245	84.31759	155.3	-4.026495	2.68433	0	6.100000000000001	8	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	75	-90	0	160.8000030517578	Yaw Follow	2	0	0	0	75	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	75	89	285	8	3.576116	37.7717696	-122.4074496	1	75	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	74	1	98.74819	74	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	65.00063315469295
06/04/2018 22:30:53	113.117		37.77177978532367	-122.4074720564078	113114	85	3643	-12357	22687	88	388	3727	3747	3753	3731	3781	3739	0	37.77195824947693	-122.4074766140708	4.839245	84.31759	155.3	-4.026495	2.68433	0	6.100000000000001	8	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	178	-90	0	160.8000030517578	Yaw Follow	2	0	0	0	179	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	61	89	388	8	3.576116	37.7717696	-122.4074496	1	179	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	178	1	98.74819	178	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	65.00063315469295
06/04/2018 22:30:53	113.214		37.77177978532367	-122.4074720564078	113211	85	3643	-12357	22687	88	485	3727	3747	3753	3731	3781	3739	0	37.77195427771385	-122.4074750702754	4.654775	84.31759	155	-3.802801	2.68433	0	6.600000000000001	8.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	70	-90	0	159.6000061035156	Yaw Follow	2	0	0	0	71	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	71	89	485	8	3.576116	37.7717696	-122.4074496	1	276	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	70	1	98.74819	70	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	63.5469453643797
06/04/2018 22:30:53	113.313		37.77177978532367	-122.4074720564078	113310	85	3643	-12357	22687	88	63	3727	3747	3753	3731	3781	3739	0	37.77195274145767	-122.4074736318795	4.473884	84.31759	154.7	-3.579107	2.68433	-0.2236942	6.4	8.6	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	63	-90	0	159.1000061035156	Yaw Follow	2	0	0	0	63	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	63	89	585	8	3.576116	37.7717696	-122.4074496	1	375	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	63	1	98.74819	63	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	62.98319607777448
06/04/2018 22:30:53	113.414		37.77177978532367	-122.4074720564078	113411	85	3643	-12357	22687	88	164	3727	3747	3753	3731	3781	3739	0	37.77195079992769	-122.4074726493004	4.473884	84.31759	154.6	-3.579107	2.68433	0	6.100000000000001	8.300000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	52	-90	0	158.6000061035156	Yaw Follow	2	0	0	0	53	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	53	89	686	8	3.576116	37.7717696	-122.4074496	1	476	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	52	1	98.74819	52	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	62.27478215146282
06/04/2018 22:30:53	113.513		37.77177978532367	-122.4074720564078	113510	85	3643	-12357	22687	88	263	3727	3747	3753	3731	3781	3739	0	37.77194932273788	-122.4074712157485	4.297025	84.31759	154.5	-3.355413	2.68433	-0.2236942	6.4	7.9	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	66	-90	0	158.1999969482422	Yaw Follow	2	0	0	0	67	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	67	89	785	8	3.576116	37.7717696	-122.4074496	1	575	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	66	1	98.74819	66	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	61.73710952660016
06/04/2018 22:30:54	113.614		37.77177978532367	-122.4074720564078	113611	85	3643	-12357	22687	88	364	3727	3747	3753	3731	3781	3739	0	37.77194686029853	-122.4074709536346	4.473884	84.31759	154.6	-3.579107	2.68433	-0.2236942	6.5	8.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	45	-89.90000152587891	0	157.8000030517578	Yaw Follow	2	0	0	0	46	1	Retracted	2	Auto	2	1	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	45	89	886	8	3.576116	37.7717696	-122.4074496	1	676	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	45	1	98.74819	45	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	60.84077513911213
06/04/2018 22:30:54	113.714		37.77177978532367	-122.4074720564078	113711	85	3643	-19696	22115	88	45	3727	3747	3753	3731	3781	3739	0	37.77194543369428	-122.4074695158646	4.297025	84.31759	154.6	-3.355413	2.68433	-0.2236942	7.5	7.800000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	45	-89.90000152587891	0	157.5	Yaw Follow	2	0	0	0	46	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	46	89	985	8	3.576116	37.7717696	-122.4074496	1	776	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	45	1	98.74819	45	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	60.32491561721086
06/04/2018 22:30:54	113.813		37.77177978532367	-122.4074720564078	113810	85	3643	-19696	22115	88	144	3727	3747	3753	3731	3781	3739	0	37.77194375528465	-122.4074684647463	4.297025	84.31759	154.7	-3.355413	2.68433	-0.2236942	7.600000000000001	8.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	59	-89.90000152587891	0	157.1999969482422	Yaw Follow	2	0	0	0	59	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	59	89	59	8	3.576116	37.7717696	-122.4074496	1	875	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	58	1	98.74819	58	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	59.71828191360936
06/04/2018 22:30:54	113.914		37.77177978532367	-122.4074720564078	113911	85	3643	-19696	22115	88	245	3727	3747	3753	3731	3781	3739	0	37.77194184127572	-122.4074676136875	4.112567	84.31759	154.6	-2.908024	2.908024	-0.4473884	7.2	8.6	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	49	-89.90000152587891	0	156.6999969482422	Yaw Follow	2	0	0	0	48	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	49	89	160	8	3.576116	37.7717696	-122.4074496	1	976	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	48	1	98.74819	48	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	59.02624651045515
06/04/2018 22:30:54	114.018		37.77177978532367	-122.4074720564078	114015	85	3643	-19696	22115	88	349	3727	3747	3753	3731	3781	3739	104	37.77194016139278	-122.4074666945431	3.957554	84.31759	154.5	-2.908024	2.68433	-0.2236942	6.7	9.800000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	29	-89.90000152587891	0	156.6999969482422	Yaw Follow	2	0	0	0	153	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	29	89	264	8	3.576116	37.7717696	-122.4074496	1	29	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	28	1	98.74819	28	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	58.42111219664191
06/04/2018 22:30:54	114.113		37.77177978532367	-122.4074720564078	114110	85	3643	-19696	22115	88	444	3727	3747	3753	3731	3781	3739	0	37.77193897002282	-122.407465251042	3.796216	84.31759	154.3	-2.68433	2.68433	-0.4473884	6.300000000000001	10.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	38	-90	0	156.1999969482422	Yaw Follow	2	0	0	0	38	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	38	89	360	8	3.576116	37.7717696	-122.4074496	1	124	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	38	1	98.74819	38	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	58.00008354128661
06/04/2018 22:30:54	114.214		37.77177978532367	-122.4074720564078	114211	85	3643	-19696	22115	88	39	3675	3694	3670	3673	3691	3680	0	37.77193695570626	-122.407464647377	3.957554	84.31759	154.2	-2.908024	2.68433	-0.2236942	5.100000000000001	11.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	39	-90	0	156	Yaw Follow	2	0	0	0	39	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	39	89	460	8	3.576116	37.7717696	-122.4074496	1	225	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	39	1	98.74819	39	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	57.27326182686533
06/04/2018 22:30:54	114.313		37.77177978532367	-122.4074720564078	114310	85	3643	-19696	22115	88	138	3675	3694	3670	3673	3691	3680	0	37.77193582547501	-122.4074632250258	3.796216	84.31759	154.1	-2.68433	2.68433	-0.2236942	5	11	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	41	-90	0	155.8000030517578	Yaw Follow	2	0	0	0	40	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	41	89	560	8	3.576116	37.7717696	-122.4074496	1	324	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	40	1	98.74819	40	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	56.87894944756863
06/04/2018 22:30:54	114.415		37.77177978532367	-122.4074720564078	114412	85	3643	-19696	22115	88	240	3675	3694	3670	3673	3691	3680	101	37.77193437872097	-122.4074623019969	3.796216	84.31759	154.1	-2.68433	2.68433	0	4.7	11.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	29	-90	0	155.6000061035156	Yaw Follow	2	0	0	0	29	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	30	89	661	8	3.576116	37.7717696	-122.4074496	1	426	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	29	1	98.74819	29	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	56.36536969563679
06/04/2018 22:30:54	114.513		37.77177978532367	-122.4074720564078	114510	85	3643	-19696	22115	88	338	3675	3694	3670	3673	3691	3680	0	37.77193267957088	-122.4074614593826	3.641478	84.31759	153.9	-2.460636	2.68433	-0.2236942	4.3	11.5	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	32	-90	0	155.5	Yaw Follow	2	0	0	0	32	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	32	89	759	8	3.576116	37.7717696	-122.4074496	1	524	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	32	1	98.74819	32	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	55.76026086460728
06/04/2018 22:30:55	114.614		37.77177978532367	-122.4074720564078	114611	85	3643	-19696	22115	88	439	3675	3694	3670	3673	3691	3680	0	37.7719311787247	-122.4074604070082	3.641478	84.31759	153.9	-2.68433	2.460636	-0.2236942	4.3	11.6	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	34	-90	0	155.3000030517578	Yaw Follow	2	0	0	0	34	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	33	89	860	8	3.576116	37.7717696	-122.4074496	1	625	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	34	1	98.74819	34	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	55.23227558719282
06/04/2018 22:30:55	114.714		37.77177978532367	-122.4074720564078	114711	85	3643	-19696	22115	88	32	3675	3694	3670	3673	3691	3680	0	37.77193011518636	-122.407459024025	3.641478	84.31759	153.8	-2.460636	2.68433	-0.2236942	4.3	11.7	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	33	-90	0	155.1999969482422	Yaw Follow	2	0	0	0	32	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	133	89	31	8	3.576116	37.7717696	-122.4074496	1	725	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	32	1	98.74819	32	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	54.87171047638017
06/04/2018 22:30:55	114.830		37.77177978532367	-122.4074720564078	114827	85	3643	-19696	22115	88	148	3675	3694	3670	3673	3691	3680	115	37.77192815294835	-122.4074583919039	3.641478	84.31759	153.7	-2.68433	2.460636	-0.2236942	4	12.3	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	25	-90	0	155	Yaw Follow	2	0	0	0	24	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	24	89	148	8	3.576116	37.7717696	-122.4074496	1	841	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	24	1	98.74819	24	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	54.17189014986914
06/04/2018 22:30:55	114.913		37.77177978532367	-122.4074720564078	114910	85	3643	-19696	22115	88	231	3675	3694	3670	3673	3691	3680	0	37.77192710528405	-122.4074570252164	3.641478	84.31759	153.6	-2.460636	2.68433	-0.4473884	4.2	12.3	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	22	-90	0	154.8999938964844	Yaw Follow	2	0	0	0	22	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	21	89	231	8	3.576116	37.7717696	-122.4074496	1	21	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	22	1	98.74819	22	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.82185785578022
06/04/2018 22:30:55	115.013		37.77177978532367	-122.4074720564078	115010	85	3643	-19696	22115	88	332	3675	3694	3670	3673	3691	3680	0	37.77192564853848	-122.4074559880504	3.641478	84.64568	153.6	-2.68433	2.460636	-0.4473884	3.8	12.6	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	752	1	8	15	10	10489	0	0	0	-90	0	154.6999969482422	Yaw Follow	2	0	0	0	0	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	121	89	331	8	3.576116	37.7717696	-122.4074496	1	122	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	0	0	0	0	122	1	98.74819	122	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.31841490631392
